Time, Baro, TempC, TempF, BaroCal, AltiM, AltiF, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ, LAccX, LAccY, LAccZ, GravX, GravY, GravZ, RotTheta, RotI, RotJ, RotK, GeoRotTheta, GeoRotI, GeoRotJ, GeoRotK, GameRotTheta, GameRotI, GameRotJ, GameRotK10.42, 876.41, 23.42, 74.15, 0.00, 1207.22, 3960.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
10.51, 810.50, 23.63, 74.53, 0.00, 1844.00, 6049.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
10.58, 810.51, 23.63, 74.54, 0.00, 1843.91, 6049.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
10.65, 810.50, 23.64, 74.55, 0.00, 1843.99, 6049.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, -0.00, 
10.71, 810.50, 23.65, 74.57, 0.00, 1844.02, 6049.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, -0.00, 
10.79, 810.49, 23.66, 74.59, 0.00, 1844.09, 6050.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, -0.00, 
10.85, 810.50, 23.67, 74.60, 0.00, 1844.03, 6049.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, -0.00, 
10.93, 810.49, 23.67, 74.61, 0.00, 1844.09, 6050.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, -0.00, 
10.99, 810.49, 23.68, 74.63, 0.00, 1844.11, 6050.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, -0.00, 
11.07, 810.49, 23.69, 74.63, 0.00, 1844.13, 6050.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.12, 810.49, 23.69, 74.64, 0.00, 1844.15, 6050.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.20, 810.50, 23.69, 74.65, 0.00, 1844.06, 6050.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.26, 810.50, 23.70, 74.66, 0.00, 1844.06, 6050.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.34, 810.50, 23.70, 74.66, 0.00, 1844.07, 6050.10, 0.19, 0.11, 9.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.40, 810.51, 23.70, 74.66, 0.00, 1843.97, 6049.78, 0.19, 0.11, 9.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.48, 810.51, 23.70, 74.66, 0.00, 1843.93, 6049.64, 0.19, 0.11, 9.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.50, 0.20, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.54, 810.50, 23.70, 74.67, 0.00, 1844.05, 6050.02, 0.19, 0.11, 9.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.50, 0.20, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.62, 810.50, 23.70, 74.67, 0.00, 1844.08, 6050.12, 0.19, 0.11, 9.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.50, 0.20, 0.09, 0.10, 0.04, 9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.68, 810.47, 23.71, 74.67, 0.00, 1844.33, 6050.95, 0.19, 0.11, 9.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.50, 0.20, 0.09, 0.10, 0.04, 9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
11.75, 810.46, 23.71, 74.67, 0.00, 1844.43, 6051.28, 0.84, 0.38, 9.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.50, 0.20, 0.09, 0.10, 0.04, 9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, -0.00, -0.01, 0.00, 
